IK_INTERN,BEZ_KASSE,IK_AUFN_KASSE,VK_NUMMER,GBO
108802165,IKK W?rzburg,108703508,67301,1
108902019,IKK Amberg,108902199,68303,1
108902111,IKK Neumarkt,108902199,68301,1
108902133,IKK Regensburg,108902199,68302,1
108902155,IKK Schwandorf,108902199,68304,1
108902199,IKK Oberpfalz/Nied/RHS,108303526,68305,1
109102024,IKK Schwaben/RHS,108303526,70303,1
109102091,IKK Schwaben/RHS,108303526,70303,1
109102182,IKK Schwaben/RHS,108303526,70303,1
109303301,IKK S?dwest/RHS,,73310,1
109500297,IKK Brandenburg u.Berlin,100602360,72302,1
109928340,BKK BVM Hauptverwaltung,107536262,02403,1
109928351,BKK BVM Hauptverwaltung,107536262,02403,1
109928362,BKK BVM Hauptverwaltung,107536262,02403,1
109928636,BKK Reichsbahn,109938503,72401,1
109929114,Bahn - BKK,,40401,1
109929249,Bahn - BKK,,40401,1
109931937,BKK Post Ost,101921299,99402,1
109932095,DIE BKK POST,101939006,61402,1
109932108,BKK Post Ost,101921299,99402,1
109932119,BKK Post Ost,101921299,99402,1
109932120,BKK Post Ost,101921299,99402,1
109932131,DIE BKK POST,101939006,61402,1
109932186,DIE BKK POST,101939006,61402,1
109932197,BKK Post Ost,101921299,99402,1
109932222,DIE BKK POST,101939006,61402,1
109932346,DIE BKK POST,101939006,61402,1
109934985,DIE BKK POST,101939006,61402,1
109934996,DIE BKK POST,101939006,61402,1
109936590,DIE BKK POST,101939006,61402,1
109936829,Bahn - BKK,,40401,1
109936830,BKK Bahn Betriebskranken,109938503,99401,1
109936841,BKK Bahn Betriebskranken,109938503,99401,1
109936852,BKK Bahn Betriebskranken,109938503,99401,1
109936863,BKK Bahn Betriebskranken,109938503,99401,1
109936874,BKK Bahn Betriebskranken,109938503,99401,1
109937944,Bahn - BKK,,40401,1
109937955,BKK Bahn Betriebskranken,109938503,99401,1
109938046,BKK BVM,109939708,99403,1
109938319,Bahn - BKK,,40401,1
109938320,Bahn - BKK,,40401,1
109500297,IKK Brandenburg u.Berlin,100602360,72302,1
109702235,IKK Brandenburg u.Berlin,100602360,72302,1
109702246,IKK Brandenburg u.Berlin,100602360,72302,1
100202527,IKK Mecklenburg-Vorp/SVA,101300129,78301,1
100202549,IKK Mecklenburg-Vorp/SVA,101300129,78301,1
100302539,IKK Mecklenburg-Vorp/SVA,101300129,78301,1
100402518,IKK Mecklenburg-Vorp/SVA,101300129,78301,1
100602315,IKK Brandenburg,100602360,79301,1
100602348,IKK Neuruppin,100602360,79302,1
100602359,IKK Potsdam,100602360,79303,1
100602360,IKK Brandenburg u.Be/SVA,,79305,1
100702327,IKK Cottbus,100602360,80301,1
100802339,IKK Frankf./Od.,100602360,81301,1
101002947,IKK gesund plus /SVA,,87301,1
101002958,IKK gesund plus /SVA,,87301,1
101002970,numIKK /SVA,103500693,85303,1
101003005,numIKK/SVA,101002970,85333,1
101102915,IKK Sachsen-Anhalt,101202961,86301,1
101102937,IKK gesund plus /SVA,,87301,1
101202927,IKK gesund plus /SVA,,87301,1
101202961,IKK gesund plus /SVA,,87301,1
101300129,IKK - Innovationskas/SVA,,01310,1
101300130,IKK-Direkt/SVA,101575519,01311,1
101302655,IKK-Direkt/Ost/SVA,101300130,99307,1
101500154,IKK classic HV Hambu/SVA,107202793,02301,1
101900374,IKK S?d-Ost Nieders./SVA,102100620,07301,1
101900443,IKK Helmstedt/SVA,101003005,07306,1
101900535,IKK Peine/SVA,102100620,07303,1
101900615,IKK S?dheide/SVA,102100620,07305,1
102000457,IKK Herzberg/SVA,102100620,08304,1
103700980,IKK Steinfurt,103701071,19322,1
103701004,IKK Tecklenburg,103701071,19323,1
103701059,IKK Ostwestfalen-Lip/BEG,103500693,19302,1
103701071,IKK M?nsterland/BEG,103500693,19307,1
104001441,IKK Nordrhein/BEG,103500693,27310,1
104101113,IKK Nordrhein RD Aac/BEG,104001441,21301,1
104101146,IKK Nordrhein RD D?r/BEG,104101113,21302,1
104201158,IKK Nordrhein RD D?s/BEG,104001441,24301,1
104201249,IKK Nordrhein RD Met/BEG,104201158,24303,1
104401161,IKK Nordrhein RD Dui/BEG,104401412,25301,1
104401207,IKK Nordrhein RD Kle/BEG,104001441,25306,1
104401252,IKK Nordrhein RD Kle/BEG,104001441,25306,1
104401412,IKK Nordrhein RD Kle/BEG,104001441,25306,1
104501173,IKK RD Ruhr/BEG,104001441,31301,1
104501264,IKK Nordrhein RD M?l/BEG,104501435,31304,1
104501286,IKK RD Ruhr/BEG,104001441,31301,1
104501435,IKK RD Ruhr/BEG,104001441,31301,1
104601129,IKK Nordrhein RD Ber/BEG,104001441,27308,1
104601130,IKK Nordrhein RD Bon/BEG,104001441,27301,1
104601185,IKK Euskirchen,104101146,27304,1
104601210,IKK Nordrhein RD Koe/BEG,104001441,27306,1
104601301,IKK Nordrhein RD Koe/BEG,104001441,27306,1
104601403,IKK Nordrhein RD Koe/BEG,104001441,27306,1
104801198,IKK Nordrhein RD Nie/BEG,104001441,28302,1
104801223,IKK Nordrhein RD Nie/BEG,104001441,28302,1
104801234,IKK Nordrhein RD Nie/BEG,104001441,28302,1
104801427,IKK Nordrhein RD Nie/BEG,104001441,28302,1
104901291,IKK Nordrhein RD Ber/BEG,104001441,27308,1
104901315,IKK Nordrhein RD Sol/BEG,104601129,37303,1
108537470,Shell BKK / LIFE GOIN,101520147,64544,1
108537573,Schwenninger BKK N. GOIN,107536262,64541,1
108537619,Saint-Gobain BKK GOIN,104124029,64540,1
108537620,BKK BMW Netz GO-IN,109034270,64520,1
108537631,BKK BMW Netz MFM,109034270,64510,1
108537653,BKK Bayernwerk N. GO-IN,,64503,1
108537686,Energie BKK Netz GOIN,102129930,64529,1
108537697,ESSO BKK Netz GOIN,101520329,64539,1
108537733,BKK SKW / GO-IN,108537857,64511,1
108537824,BKK Energie MfM,102129930,64553,1
108537835,BKK Allianz-Netz GO-IN,108432429,64522,1
108537846,BKK Spar Netz GOIN,109939708,64527,1
108537857,BKK VOR ORT Netz GOIN,104526376,64507,1
108537868,BKK Deutsche Bank GOIN,104224634,64509,1
108537926,BKK ESSANELLE GO-IN,109139915,64508,1
108537937,BKK AKZO Nobel Bay.GO-IN,108833355,64512,1
108538051,BKK d.St. Augsburg GOIN,109132678,64530,1
108538153,BKK mhplus MfM,108035612,64551,1
108538164,mhplus BKK Netz GOIN,108035612,64519,1
108538288,BKK AKS Netz GOIN,109129662,64502,1
108538299,BKK AKS Netz MFM,109129662,64504,1
108538574,BKK Schwestern. Netz MFM,108433099,64537,1
108538585,BKK Schwesternsch N.GOIN,108433099,64536,1
108539520,Bahn BKK Netz GOIN,109938503,64506,1
108539633,BKK N-ERGIE Netz GOIN,108723249,64525,1
108539724,BKK f?r Heilberufe GOIN,104628222,64516,1
108539780,BKK Linde Netz GOIN,105830517,64517,1
108539791,BKK Mobil Oil Netz GOIN,101520078,64546,1
109938331,Bahn - BKK,,40401,1
109938342,Bahn - BKK,,40401,1
109938353,Bahn - BKK,,40401,1
109938503,Bahn - BKK,,40401,1
109939003,DIE BKK POST,101939006,61402,1
109939014,DIE BKK POST,101939006,61402,1
109939025,DIE BKK POST,101939006,61402,1
109939036,DIE BKK POST,101939006,61402,1
109939047,DIE BKK POST,101939006,61402,1
109939058,DIE BKK POST,101939006,61402,1
109939069,DIE BKK POST,101939006,61402,1
109939070,DIE BKK POST,101939006,61402,1
109939081,DIE BKK POST,101939006,61402,1
109939092,DIE BKK POST,101939006,61402,1
109939105,DIE BKK POST,101939006,61402,1
109939116,DIE BKK POST,101939006,61402,1
109939127,DIE BKK POST,101939006,61402,1
109939138,DIE BKK POST,101939006,61402,1
109939149,DIE BKK POST,101939006,61402,1
109939150,DIE BKK POST,101939006,61402,1
109939161,DIE BKK POST,101939006,61402,1
109939172,DIE BKK POST,101939006,61402,1
109939183,DIE BKK POST,101939006,61402,1
109939194,DIE BKK POST,101939006,61402,1
109939207,DIE BKK POST,101939006,61402,1
109939218,DIE BKK POST,101939006,61402,1
109939229,DIE BKK POST,101939006,61402,1
109939708,BKK BVM Hauptverwaltung,107536262,02403,1
109939843,DIE BKK POST,101939006,61402,1
109991291,Deutsche BKK Ost,101939006,99525,1
102000505,IKK Suednieders.-Eic/SVA,102100620,08303,1
102100389,IKK Celle und Harbur/SVA,101003005,09301,1
102100436,IKK Hannover/SVA,102100620,09302,1
102100540,IKK Weserbergland/SVA,103500693,09303,1
102100620,IKK Niedersachsen/SVA,102114819,17301,1
102200460,IKK Hildesheim/SVA,102100620,10301,1
102300472,IKK L?neburg/SVA,102100620,11302,1
102400393,IKK Delmenhorst/SVA,102100620,12301,1
102400510,IKK Weser-Ems/SVA,103170002,12302,1
102400576,IKK Vechta/SVA,102100620,12303,1
102500361,IKK Grafschaft Benth/SVA,102100620,13301,1
102500485,IKK Melle/SVA,102100620,13303,1
102500522,IKK Osnabr?ck-Emslan/SVA,102100620,13304,1
102600567,IKK Stade/SVA,102100620,14301,1
102700557,IKK Rotenburg/SVA,103500693,15301,1
102700580,IKK Nds./Verden/SVA,102100620,15302,1
103100201,IKK gesund plus/SVA,101202961,03301,1
103500693,IKK classic/SVA,107202793,18333,1
103500706,IKK classic/SVA,107202793,18333,1
103500740,IKK Bochum,103501068,18301,1
103500784,IKK Westfalen-Mitte/SVA,103500693,18302,1
103500819,IKK Hagen,103501068,18304,1
103500820,IKK Hamm,103501068,18305,1
103500842,IKK Herne,103501068,18307,1
103500864,IKK S?dwestfalen/SVA,103500693,18308,1
103500886,IKK Soest-Lippstad,103501068,18303,1
103500900,IKK L?denscheid,103501046,18309,1
103500944,IKK Hochsauerland,103501046,18310,1
103500999,IKK Siegen,103501046,18311,1
104901326,IKK Nordrhein RD Wup/BEG,104601129,37301,1
105201516,IKK Suedhessen/BEG,105801603,39301,1
105301540,IKK Frankfurt,105301584,40301,1
105301584,IKK Rhein-Main/BEG,105801603,40304,1
105401530,IKK f?rNord-und Mitt/BEG,105801603,41301,1
105801590,IKK Rhein-Main,105301584,45301,1
105801603,IKK Hessen/BEG,108001963,45302,1
105903116,IKK classic HV Erfur/BEG,107202793,89301,1
105903149,IKK Niedersachsen LD/BEG,102100620,89303,1
105903150,IKK Herzberg/BEG,105903149,86303,1
106003120,IKK S?dostth?ringen/BEG,105903116,90301,1
106103132,IKK S?dth?ringen/BEG,106003120,91301,1
106201379,IKK S?dwest-Plus/BEG,109303301,48301,1
106301336,IKK Ahrweiler/BEG,106201379,47301,1
106301358,IKK Rheinland-Pfalz /BEG,106201379,47302,1
106301392,IKK Rheinland-Pfalz /BEG,106201379,47302,1
106401348,IKK Westpfalz,106201379,49301,1
106401360,IKK Vorderpfalz,106201379,49302,1
106501383,IKK Rheinland Pfalz Trie,106201379,50301,1
106801672,IKK Baden-Baden/BEG,108001963,56301,1
106801730,IKK Freudenstadt/BEG,108001963,56302,1
106901797,IKK Karlsruhe/BEG,108001963,52301,1
107001756,IKK Heidelberg/BEG,108001963,53301,1
107001825,IKK Mannheim/BEG,108001963,53302,1
107101699,IKK Calw-Nagold-Neue/BEG,108001963,54302,1
107101859,IKK Pforzheim-Enzkre/BEG,108001963,54301,1
107202793,IKK classic/BEG,,95301,1
107401705,IKK Emmendingen/BEG,108001963,57303,1
107401727,IKK Freiburg/BEG,108001963,57301,1
108539859,BKK Junghans+Part. GOIN,108537221,64545,1
108591013,AXA BKK Netz GOIN,104628142,64547,1
108591160,BKK Rheinland Netz GOIN,104624411,64548,1
108591240,BKK DEMAG K-M GOIN,104424794,64549,1
108591499,BKK ProVita,,68415,1
108591503,BKK A.T.U. / Ost,108591499,99589,1
108591763,Autoclub BKK Netz GO-IN,108491740,64554,1
108591843,Autoclub BKK Netz MfM,108491740,64555,1
108591956,BKK 24 Netz GO-IN,102122660,64556,1
108592070,Taunus BKK Netz GOIN,107535409,64557,1
108592241,PBK Die Pers”nl. Ost,108532794,99409,1
108623102,Brose Betriebskrankenkas,108833505,65404,1
108632535,BKK Schumann, Carl,,65448,1
108632773,BKK STADT COBURG,108431963,65450,1
108632784,BKK WALDRICH COBURG,108532794,65458,1
108632886,BKK Knopfs Sohn,,65419,1
108632900,BKK Textilgruppe Hof,,65424,1
108633068,BKK SCHOEDEL AG,108836600,65447,1
108633375,BKK Kleinschanzlin,106428247,65402,1
108633411,BKK ANNAWERK,108532794,65403,1
108633422,BKK W. Goebel Roedental,109033393,65412,1
108633433,BKK Kassana,107832012,65451,1
108633525,BKK Hutschenreuth,108729553,65417,1
108633536,BKK ROSENTHAL,109939003,65439,1
108634194,SIEMENS BETRIEBSKRANKENK,108033244,63401,1
108723249,N-ERGIE BKK,103524407,66417,1
108729018,BKK Provita,108532794,66409,1
108729450,BKK aktiv Ost,103529457,99538,1
108729461,NUERNBERGER BKK,102122660,66413,1
109991304,Deutsche BKK,104940005,07423,1
109991996,BKK BVM Hauptverwaltung,107536262,02403,1
109992101,BKK BVM Hauptverwaltung,107536262,02403,1
100105006,KN Knappschaft-Ost,103505006,99701,1
100705002,KN Knappschaft-Ost,103505006,99701,1
101005007,KN Knappschaft-Ost,103505006,99701,1
101305000,KN Knappschaft,,18701,1
101505002,KN Knappschaft,,18701,1
102105000,KN Knappschaft,,18701,1
103105002,KN Knappschaft,,18701,1
103505006,KN Knappschaft,,18701,1
104405007,KN Knappschaft,,18701,1
105505001,KN Knappschaft,,18701,1
106005008,KN Knappschaft-Ost,103505006,99701,1
106205000,KN Knappschaft,,18701,1
106305001,KN Knappschaft,,18701,1
106405002,KN Knappschaft,,18701,1
106505003,KN Knappschaft,,18701,1
106905007,KN Knappschaft,,18701,1
107405004,KN Knappschaft,,18701,1
107705007,KN Knappschaft-Ost,103505006,99701,1
107805008,KN Knappschaft,,18701,1
108005002,KN Knappschaft,,18701,1
108405006,KN Knappschaft,,18701,1
109305007,KN Knappschaft,,18701,1
109505009,KN Knappschaft,,18701,1
109705001,KN Knappschaft,,18701,1
109905003,KN Knappschaft,,18701,1
109990508,KN Knappschaft-Ost,103505006,99701,1
100105006,KN Knappschaft-Ost/SVA,103505006,99701,1
100705002,KN Knappschaft-Ost/SVA,103505006,99701,1
101005007,KN Knappschaft-Ost/SVA,103505006,99701,1
103501013,IKK Unna,103501068,18315,1
103501024,IKK Ennepe-Ruhr,103501068,18314,1
103501046,IKK S?dwestfalen/SVA,103500693,18308,1
103501068,IKK Westfalen-Mitte/SVA,103500693,18302,1
103501080,BIG direkt gesund/SVA,,18306,1
103501091,BIG Gesundheit Ost/SVA,103501080,99306,1
103700719,IKK Beckum-Warend.,103701071,19301,1
103700720,IKK Ostwestfalen-Lip/SVA,103500693,19302,1
103700731,IKK Borken-Bocholt,103701071,19303,1
103700753,IKK Bottrop,103701071,19304,1
103700764,IKK M?nsterland/SVA,103500693,19307,1
103700775,IKK Detmold,103701059,19308,1
103700797,IKK Gelsenkirchen,103701071,19310,1
103700800,IKK G?tersloh,103701059,19312,1
103700833,IKK Herford,103701059,19314,1
103700855,IKK H”xter,103701059,19315,1
103700877,IKK Lemgo,103701059,19305,1
103700899,IKK L?bbecke,103701059,19316,1
103700924,IKK Minden,103701059,19318,1
103700935,IKK M?nster,103701071,19319,1
103700957,IKK Paderborn,103701059,19320,1
103700968,IKK Recklinghausen,103701071,19321,1
103700979,IKK Ahaus,103701071,19309,1
103700980,IKK Steinfurt,103701071,19322,1
103701004,IKK Tecklenburg,103701071,19323,1
103701059,IKK Ostwestfalen-Lip/SVA,103500693,19302,1
103701071,IKK M?nsterland/SVA,103500693,19307,1
104001441,IKK Nordrhein/SVA,103500693,27310,1
104101113,IKK Nordrhein RD Aac/SVA,104001441,21301,1
107401807,IKK L”rrach/BEG,108001963,57302,1
107501784,IKK Rottweil-Tuttlin/BEG,108001963,58304,1
107501864,IKK Westlicher Boden/BEG,108001963,58303,1
107501900,IKK Hochrhein/BEG,108001963,58301,1
107501955,IKK Schwarzwald-Baar/BEG,108001963,58302,1
107601843,IKK Ortenau/BEG,108001963,59303,1
107702776,IKK Sachsen/BEG,107202793,94301,1
107702787,IKK Vogtland/BEG,107702776,94302,1
107801878,IKK Bodensee-Obersch/BEG,108001963,62305,1
107801890,IKK Reutlingen-Tuebi/BEG,108001963,62301,1
107801947,IKK Ulm/BEG,108001963,62306,1
107902723,IKK classic/BEG,,95301,1
107902734,IKK Mittelsachsen/BEG,107202793,95304,1
107902745,IKK G”rlitz/BEG,107202793,95303,1
107902756,IKK Bautzen/BEG,107202793,95305,1
107902767,IKK Dresden/BEG,107202793,95302,1
108001667,IKK Aalen/BEG,108001963,61307,1
108001689,IKK B”blingen-Leonbe/BEG,108001963,61309,1
108001714,IKK Esslingen/BEG,108001963,61301,1
108001747,IKK G”ppingen/BEG,108001963,61302,1
108001769,IKK Heidenheim/BEG,108001963,61308,1
108001770,IKK Heilbronn/BEG,108001963,61303,1
108001816,IKK Ludwigsburg/BEG,108001929,61304,1
108001838,IKK N?rtingen/BEG,108001963,61314,1
108001883,IKK Rems-Murr/BEG,108001963,61311,1
108001918,IKK Schwaebisch Gmue/BEG,108001963,61310,1
108001929,IKK Stuttgart-Ludwig/BEG,108001963,61305,1
108001930,IKK Main-Tauber/BEG,108001963,61315,1
108001963,IKK classic/BEG,107202793,61320,1
108729472,N?rnberger BKK,102732316,99541,1
108729483,BKK N?rnb. Allgem.,108729461,66412,1
108729494,BKK N?rnb.Allg.Ost,108729472,99540,1
108729553,BAVARIA BKK,109139915,66408,1
108732171,BKK Provita Ost,108592241,99568,1
108732499,BKK Faber-Castell N.-PNN,109033393,66507,1
108732525,BKK OECHSLER,108532794,66410,1
108732809,BKK Erba,108729553,66402,1
108733285,BKK TE KA DE - FGF,108035612,66414,1
108733296,SIEMENS BETRIEBSKRANKENK,108033244,63401,1
108733309,BKK Triumph-Adler,105330204,66415,1
108733310,BKK Schlenk,108729553,66404,1
108733321,BKK AKTIV,103524383,66401,1
108733332,BKK Provita,108532794,66409,1
108733456,BKK Bayerische Kabelwerk,,66403,1
108733467,BAVARIA BKK,109139915,66408,1
108733559,BKK FABER-CASTELL,109033393,66407,1
108734184,SIEMENS BETRIEBSKRANKENK,108033244,63401,1
108734208,SIEMENS BETRIEBSKRANKENK,108033244,63401,1
108734300,METRO AG KAUFHOF BKK,102171012,27405,1
108734333,BKK Allianz Netz-PNN,108432429,66521,1
108734355,BKK Provita Netz-PNN,108729018,66508,1
108734388,BKK HYPOVEREINSBANK PNN,108428980,66505,1
108734402,BKK Siemens Netz-PNN,108433248,66501,1
108734424,BKK Audi Ingolstadt Netz,108534160,66514,1
108734446,BKK BMW Netz-PNN,109034270,66510,1
108734468,BKK Mercdes-Benz PNN,,03405,1
108734491,DaimlerChrysler BKK PNN,108030775,66577,1
108734516,Karstadt Quelle BKK PNN,104525035,66562,1
101305000,KN Knappschaft/SVA,,18701,1
101505002,KN Knappschaft/SVA,,18701,1
102105000,KN Knappschaft/SVA,,18701,1
103105002,KN Knappschaft/SVA,,18701,1
103505006,KN Knappschaft/SVA,,18701,1
104405007,KN Knappschaft/SVA,,18701,1
105505001,KN Knappschaft/SVA,,18701,1
106005008,KN Knappschaft-Ost/SVA,103505006,99701,1
106205000,KN Knappschaft/SVA,,18701,1
106305001,KN Knappschaft/SVA,,18701,1
106405002,KN Knappschaft/SVA,,18701,1
106505003,KN Knappschaft/SVA,,18701,1
106905007,KN Knappschaft/SVA,,18701,1
107405004,KN Knappschaft/SVA,,18701,1
107705007,KN Knappschaft-Ost/SVA,103505006,99701,1
107805008,KN Knappschaft/SVA,,18701,1
108005002,KN Knappschaft/SVA,,18701,1
108405006,KN Knappschaft/SVA,,18701,1
109305007,KN Knappschaft/SVA,,18701,1
109505009,KN Knappschaft/SVA,,18701,1
109705001,KN Knappschaft/SVA,,18701,1
109905003,KN Knappschaft/SVA,,18701,1
109990508,KN Knappschaft-Ost/SVA,103505006,99701,1
100105006,KN Knappschaft-Ost/BVG,103505006,99701,1
100705002,KN Knappschaft-Ost/BVG,103505006,99701,1
101005007,KN Knappschaft-Ost/BVG,103505006,99701,1
101305000,KN Knappschaft/BVG,,18701,1
101505002,KN Knappschaft/BVG,,18701,1
102105000,KN Knappschaft/BVG,,18701,1
103105002,KN Knappschaft/BVG,,18701,1
103505006,KN Knappschaft/BVG,,18701,1
104101146,IKK Nordrhein RD D?r/SVA,104101113,21302,1
104201158,IKK Nordrhein RD D?s/SVA,104001441,24301,1
104201249,IKK Nordrhein RD Met/SVA,104201158,24303,1
104401161,IKK Nordrhein RD Dui/SVA,104401412,25301,1
104401207,IKK Nordrhein RD Kle/SVA,104001441,25306,1
104401252,IKK Nordrhein RD Kle/SVA,104001441,25306,1
104401412,IKK Nordrhein RD Kle/SVA,104001441,25306,1
104501173,IKK RD Ruhr/SVA,104001441,31301,1
104501264,IKK Nordrhein RD M?l/SVA,104501435,31304,1
104501286,IKK RD Ruhr/SVA,104001441,31301,1
104501435,IKK RD Ruhr/SVA,104001441,31301,1
104601129,IKK Nordrhein RD Ber/SVA,104001441,27308,1
104601130,IKK Nordrhein RD Bon/SVA,104001441,27301,1
104601185,IKK Euskirchen,104101146,27304,1
104601210,IKK Nordrhein RD Koe/SVA,104001441,27306,1
104601301,IKK Nordrhein RD Koe/SVA,104001441,27306,1
104601403,IKK Nordrhein RD Koe/SVA,104001441,27306,1
104801198,IKK Nordrhein RD Nie/SVA,104001441,28302,1
104801223,IKK Nordrhein RD Nie/SVA,104001441,28302,1
104801234,IKK Nordrhein RD Nie/SVA,104001441,28302,1
104801427,IKK Nordrhein RD Nie/SVA,104001441,28302,1
104901291,IKK Nordrhein RD Ber/SVA,104001441,27308,1
104901315,IKK Nordrhein RD Sol/SVA,104601129,37303,1
104901326,IKK Nordrhein RD Wup/SVA,104601129,37301,1
105201516,IKK Suedhessen/SVA,105801603,39301,1
105301540,IKK Frankfurt,105301584,40301,1
105301584,IKK Rhein-Main/SVA,105801603,40304,1
105401530,IKK f?rNord-und Mitt/SVA,105801603,41301,1
105801590,IKK Rhein-Main,105301584,45301,1
108001974,IKK Baden-W?rttember/BEG,108001963,61316,1
108202717,IKK Sachsen/BEG,107202793,96301,1
108303526,Vereinigte IKK/BEG,103500693,71301,1
108402081,IKK M?nchen,108403516,63301,1
108403516,IKK Oberbayern/BEG,108303526,63305,1
108502048,IKK Eichst„tt,108403516,64303,1
108502071,IKK Ingolstadt,108403516,64301,1
108502106,IKK Neuburg,108403516,64302,1
108602038,IKK Franken/BEG,108303526,66305,1
108602061,IKK Hof Saale,108703508,65302,1
108702051,IKK Franken/BEG,108303526,66305,1
108702120,IKK Nbg-F?rth,108703508,66301,1
108702142,IKK Mfr.-S?d,108703508,66302,1
108702175,IKK Erl-Ba-Fo,108703508,66304,1
108703508,IKK Franken/BEG,108303526,66305,1
108802165,IKK W?rzburg,108703508,67301,1
108902019,IKK Amberg,108902199,68303,1
108902111,IKK Neumarkt,108902199,68301,1
108902133,IKK Regensburg,108902199,68302,1
108902155,IKK Schwandorf,108902199,68304,1
108902199,IKK Oberpfalz/Nied/BEG,108303526,68305,1
109102024,IKK Schwaben/BEG,108303526,70303,1
109102091,IKK Schwaben/BEG,108303526,70303,1
109102182,IKK Schwaben/BEG,108303526,70303,1
109303301,IKK S?dwest/BEG,,73310,1
109500297,IKK Brandenburg u.Berlin,100602360,72302,1
109702235,IKK Brandenburg u.Berlin,100602360,72302,1
109702246,IKK Brandenburg u.Berlin,100602360,72302,1
100602315,IKK Brandenburg,100602360,79301,1
108734594,BKK TEKADE-FGF Netz PNN,108733285,66524,1
108734618,BKK MAN u. MTU Netz PNN,108433204,66518,1
108734630,BKK f?r Heilberufe PNN,,66504,1
108734652,N?rnberger BKK PNN,102122660,66513,1
108734674,BKK N-ERGIE Netz PNN,108723249,66517,1
108734696,BKK Aktiv Netz PNN,103524383,66530,1
108734710,BAVARIA BKK  PNN,108729553,66528,1
108734721,BKK Vereinte KV AG PNN,,66509,1
108734732,BKK FUTUR Netz PNN,104826197,66553,1
108734787,BKK Rheinland Netz PNN,104624411,66560,1
108734812,BKK La. Bayern PNN,,66512,1
108734823,BKK Deutsche Bank PNN,104224634,66573,1
108734889,Bahn BKK Netz PNN,109938503,66549,1
108734890,BKK ESSANELLE / PNN,109139915,66515,1
108734903,neue BKK Netz PNN,108035451,66575,1
108736610,BKK Seltmann/N.PNN,,66502,1
108736723,Shell BKK / LIFE PNN,101520147,66592,1
108736756,BKK OSTBAYERN / Netz PNN,108738543,66506,1
108736790,AXA BKK Netz PNN,104628142,66548,1
108736892,Schwenninger BKK N. PNN,107536262,66563,1
108736927,BKK Bauknecht Netz PNN,,66550,1
108736949,BKK Linde Netz PNN,105830517,66558,1
108736983,BKK AKZO Nobel PNN,108833355,66511,1
108737041,SKD BKK Netz PNN,108833505,66522,1
108737052,Securvita BKK Netz PNN,101320032,66574,1
108737449,BKK AKZENT / Netz PNN,108532932,66526,1
108737494,BKK Merc.-Benz HERZOGena,,03422,1
108737508,DaimlerChrys. BKK HERZOG,108030775,66578,1
104405007,KN Knappschaft/BVG,,18701,1
105505001,KN Knappschaft/BVG,,18701,1
106005008,KN Knappschaft-Ost/BVG,103505006,99701,1
106205000,KN Knappschaft/BVG,,18701,1
106305001,KN Knappschaft/BVG,,18701,1
106405002,KN Knappschaft/BVG,,18701,1
106505003,KN Knappschaft/BVG,,18701,1
106905007,KN Knappschaft/BVG,,18701,1
107405004,KN Knappschaft/BVG,,18701,1
107705007,KN Knappschaft-Ost/BVG,103505006,99701,1
107805008,KN Knappschaft/BVG,,18701,1
108005002,KN Knappschaft/BVG,,18701,1
108405006,KN Knappschaft/BVG,,18701,1
109305007,KN Knappschaft/BVG,,18701,1
109505009,KN Knappschaft/BVG,,18701,1
109705001,KN Knappschaft/BVG,,18701,1
109905003,KN Knappschaft/BVG,,18701,1
109990508,KN Knappschaft-Ost/BVG,103505006,99701,1
100105006,KN Knappschaft-Ost/BEG,103505006,99701,1
100705002,KN Knappschaft-Ost/BEG,103505006,99701,1
101005007,KN Knappschaft-Ost/BEG,103505006,99701,1
101305000,KN Knappschaft/BEG,,18701,1
101505002,KN Knappschaft/BEG,,18701,1
102105000,KN Knappschaft/BEG,,18701,1
103105002,KN Knappschaft/BEG,,18701,1
103505006,KN Knappschaft/BEG,,18701,1
104405007,KN Knappschaft/BEG,,18701,1
105505001,KN Knappschaft/BEG,,18701,1
106005008,KN Knappschaft-Ost/BEG,103505006,99701,1
106205000,KN Knappschaft/BEG,,18701,1
106305001,KN Knappschaft/BEG,,18701,1
105801603,IKK Hessen/SVA,108001963,45302,1
105903116,IKK classic HV Erfur/SVA,107202793,89301,1
105903149,IKK Niedersachsen LD/SVA,102100620,89303,1
105903150,IKK Herzberg/SVA,105903149,86303,1
106003120,IKK S?dostth?ringen/SVA,105903116,90301,1
106103132,IKK S?dth?ringen/SVA,106003120,91301,1
106201379,IKK S?dwest-Plus/SVA,109303301,48301,1
106301336,IKK Ahrweiler/SVA,106201379,47301,1
106301358,IKK Rheinland-Pfalz /SVA,106201379,47302,1
106301392,IKK Rheinland-Pfalz /SVA,106201379,47302,1
106401348,IKK Westpfalz/SVA,106201379,49301,1
106401360,IKK Vorderpfalz/SVA,106201379,49302,1
106501383,IKK Rheinland Pfalz /SVA,106201379,50301,1
106801672,IKK Baden-Baden/SVA,108001963,56301,1
106801730,IKK Freudenstadt/SVA,108001963,56302,1
106901797,IKK Karlsruhe/SVA,108001963,52301,1
107001756,IKK Heidelberg/SVA,108001963,53301,1
107001825,IKK Mannheim/SVA,108001963,53302,1
107101699,IKK Calw-Nagold-Neue/SVA,108001963,54302,1
107101859,IKK Pforzheim-Enzkre/SVA,108001963,54301,1
107202793,IKK classic/SVA,,95301,1
107401705,IKK Emmendingen/SVA,108001963,57303,1
